,gene_id,database,kegg_id
3271,PSPTO_RS01370,KEGG_pathway,map01120
3279,PSPTO_RS01375,KEGG_pathway,map00250
3280,PSPTO_RS01375,KEGG_pathway,map00280
3281,PSPTO_RS01375,KEGG_pathway,map00410
3282,PSPTO_RS01375,KEGG_pathway,map00640
3283,PSPTO_RS01375,KEGG_pathway,map00650
3284,PSPTO_RS01375,KEGG_pathway,map01100
3285,PSPTO_RS01375,KEGG_pathway,map01120
3288,PSPTO_RS01395,KEGG_pathway,map02020
3289,PSPTO_RS01395,KEGG_pathway,map02030
3291,PSPTO_RS01400,KEGG_pathway,map02010
3293,PSPTO_RS01405,KEGG_pathway,map02010
3295,PSPTO_RS01410,KEGG_pathway,map02010
3297,PSPTO_RS01415,KEGG_pathway,map02010
3301,PSPTO_RS01440,KEGG_pathway,map00730
3302,PSPTO_RS01440,KEGG_pathway,map01100
3303,PSPTO_RS01440,KEGG_pathway,map04122
3311,PSPTO_RS01595,KEGG_pathway,map00250
3312,PSPTO_RS01595,KEGG_pathway,map00310
3313,PSPTO_RS01595,KEGG_pathway,map00350
3314,PSPTO_RS01595,KEGG_pathway,map00650
3315,PSPTO_RS01595,KEGG_pathway,map00760
3316,PSPTO_RS01595,KEGG_pathway,map01100
3317,PSPTO_RS01595,KEGG_pathway,map01120
3323,PSPTO_RS01600,KEGG_pathway,map00250
3324,PSPTO_RS01600,KEGG_pathway,map00310
3325,PSPTO_RS01600,KEGG_pathway,map00650
3326,PSPTO_RS01600,KEGG_pathway,map01100
3327,PSPTO_RS01600,KEGG_pathway,map01120
3330,PSPTO_RS01635,KEGG_pathway,map00920
3331,PSPTO_RS01635,KEGG_pathway,map02010
3334,PSPTO_RS01640,KEGG_pathway,map00920
3335,PSPTO_RS01640,KEGG_pathway,map02010
3338,PSPTO_RS01645,KEGG_pathway,map00920
3339,PSPTO_RS01645,KEGG_pathway,map02010
3342,PSPTO_RS01650,KEGG_pathway,map00920
3343,PSPTO_RS01650,KEGG_pathway,map02010
3349,PSPTO_RS01660,KEGG_pathway,map02020
3350,PSPTO_RS01660,KEGG_pathway,map02024
3351,PSPTO_RS01660,KEGG_pathway,map02025
3352,PSPTO_RS01660,KEGG_pathway,map02026
3353,PSPTO_RS01660,KEGG_pathway,map05111
3355,PSPTO_RS01665,KEGG_pathway,map02010
3357,PSPTO_RS01670,KEGG_pathway,map02010
3365,PSPTO_RS01675,KEGG_pathway,map00260
3366,PSPTO_RS01675,KEGG_pathway,map00630
3367,PSPTO_RS01675,KEGG_pathway,map00670
3368,PSPTO_RS01675,KEGG_pathway,map01100
3369,PSPTO_RS01675,KEGG_pathway,map01110
3370,PSPTO_RS01675,KEGG_pathway,map01130
3371,PSPTO_RS01675,KEGG_pathway,map01200
3378,PSPTO_RS01680,KEGG_pathway,map00260
3379,PSPTO_RS01680,KEGG_pathway,map00630
3380,PSPTO_RS01680,KEGG_pathway,map01100
3381,PSPTO_RS01680,KEGG_pathway,map01110
3382,PSPTO_RS01680,KEGG_pathway,map01130
3383,PSPTO_RS01680,KEGG_pathway,map01200
3386,PSPTO_RS01690,KEGG_pathway,map03070
3387,PSPTO_RS01690,KEGG_pathway,map05111
3394,PSPTO_RS01725,KEGG_pathway,map00220
3395,PSPTO_RS01725,KEGG_pathway,map01100
3396,PSPTO_RS01725,KEGG_pathway,map01110
3397,PSPTO_RS01725,KEGG_pathway,map01130
3398,PSPTO_RS01725,KEGG_pathway,map01210
3399,PSPTO_RS01725,KEGG_pathway,map01230
3406,PSPTO_RS01730,KEGG_pathway,map00220
3407,PSPTO_RS01730,KEGG_pathway,map01100
3408,PSPTO_RS01730,KEGG_pathway,map01110
3409,PSPTO_RS01730,KEGG_pathway,map01130
3410,PSPTO_RS01730,KEGG_pathway,map01210
3411,PSPTO_RS01730,KEGG_pathway,map01230
3415,PSPTO_RS01735,KEGG_pathway,map00270
3416,PSPTO_RS01735,KEGG_pathway,map00480
3417,PSPTO_RS01735,KEGG_pathway,map01100
3419,PSPTO_RS01740,KEGG_pathway,map00360
3422,PSPTO_RS01750,KEGG_pathway,map02020
3423,PSPTO_RS01750,KEGG_pathway,map02026
3426,PSPTO_RS01755,KEGG_pathway,map02020
3427,PSPTO_RS01755,KEGG_pathway,map02026
3429,PSPTO_RS01780,KEGG_pathway,map02020
3431,PSPTO_RS01785,KEGG_pathway,map02020
3433,PSPTO_RS01805,KEGG_pathway,map04112
3435,PSPTO_RS01815,KEGG_pathway,map01503
3443,PSPTO_RS01825,KEGG_pathway,map00230
3444,PSPTO_RS01825,KEGG_pathway,map00240
3445,PSPTO_RS01825,KEGG_pathway,map01100
3446,PSPTO_RS01825,KEGG_pathway,map03030
3447,PSPTO_RS01825,KEGG_pathway,map03410
3448,PSPTO_RS01825,KEGG_pathway,map03420
3449,PSPTO_RS01825,KEGG_pathway,map03440
3455,PSPTO_RS01835,KEGG_pathway,map00260
3456,PSPTO_RS01835,KEGG_pathway,map01100
3457,PSPTO_RS01835,KEGG_pathway,map01110
3458,PSPTO_RS01835,KEGG_pathway,map01120
3459,PSPTO_RS01835,KEGG_pathway,map01230
3462,PSPTO_RS01855,KEGG_pathway,map00920
3463,PSPTO_RS01855,KEGG_pathway,map02010
3465,PSPTO_RS01865,KEGG_pathway,map02020
3467,PSPTO_RS01870,KEGG_pathway,map02020
3473,PSPTO_RS01885,KEGG_pathway,map00400
3474,PSPTO_RS01885,KEGG_pathway,map01100
3475,PSPTO_RS01885,KEGG_pathway,map01110
3476,PSPTO_RS01885,KEGG_pathway,map01130
3477,PSPTO_RS01885,KEGG_pathway,map01230
3489,PSPTO_RS01895,KEGG_pathway,map00220
3490,PSPTO_RS01895,KEGG_pathway,map00250
3491,PSPTO_RS01895,KEGG_pathway,map00630
3492,PSPTO_RS01895,KEGG_pathway,map00910
3493,PSPTO_RS01895,KEGG_pathway,map01100
3494,PSPTO_RS01895,KEGG_pathway,map01120
3495,PSPTO_RS01895,KEGG_pathway,map01230
3496,PSPTO_RS01895,KEGG_pathway,map02020
3497,PSPTO_RS01895,KEGG_pathway,map04217
3498,PSPTO_RS01895,KEGG_pathway,map04724
3499,PSPTO_RS01895,KEGG_pathway,map04727
3503,PSPTO_RS01900,KEGG_pathway,map00730
3504,PSPTO_RS01900,KEGG_pathway,map01100
3505,PSPTO_RS01900,KEGG_pathway,map04122
3507,PSPTO_RS01915,KEGG_pathway,map00051
3509,PSPTO_RS01920,KEGG_pathway,map02010
3511,PSPTO_RS01990,KEGG_pathway,map02020
3513,PSPTO_RS01995,KEGG_pathway,map02020
3518,PSPTO_RS02010,KEGG_pathway,map03030
3519,PSPTO_RS02010,KEGG_pathway,map03410
3520,PSPTO_RS02010,KEGG_pathway,map03420
3521,PSPTO_RS02010,KEGG_pathway,map03430
3526,PSPTO_RS02015,KEGG_pathway,map00270
3527,PSPTO_RS02015,KEGG_pathway,map01100
3528,PSPTO_RS02015,KEGG_pathway,map01110
3529,PSPTO_RS02015,KEGG_pathway,map01230
3539,PSPTO_RS02025,KEGG_pathway,map00030
3540,PSPTO_RS02025,KEGG_pathway,map00710
3541,PSPTO_RS02025,KEGG_pathway,map01051
3542,PSPTO_RS02025,KEGG_pathway,map01100
3543,PSPTO_RS02025,KEGG_pathway,map01110
3544,PSPTO_RS02025,KEGG_pathway,map01120
3545,PSPTO_RS02025,KEGG_pathway,map01130
3546,PSPTO_RS02025,KEGG_pathway,map01200
3547,PSPTO_RS02025,KEGG_pathway,map01230
3550,PSPTO_RS02030,KEGG_pathway,map00750
3551,PSPTO_RS02030,KEGG_pathway,map01100
3560,PSPTO_RS02035,KEGG_pathway,map00010
3561,PSPTO_RS02035,KEGG_pathway,map00710
3562,PSPTO_RS02035,KEGG_pathway,map01100
3563,PSPTO_RS02035,KEGG_pathway,map01110
3564,PSPTO_RS02035,KEGG_pathway,map01120
3565,PSPTO_RS02035,KEGG_pathway,map01130
3566,PSPTO_RS02035,KEGG_pathway,map01200
3567,PSPTO_RS02035,KEGG_pathway,map01230
3579,PSPTO_RS02050,KEGG_pathway,map00010
3580,PSPTO_RS02050,KEGG_pathway,map00030
3581,PSPTO_RS02050,KEGG_pathway,map00051
3582,PSPTO_RS02050,KEGG_pathway,map00680
3583,PSPTO_RS02050,KEGG_pathway,map00710
3584,PSPTO_RS02050,KEGG_pathway,map01100
3585,PSPTO_RS02050,KEGG_pathway,map01110
3586,PSPTO_RS02050,KEGG_pathway,map01120
3587,PSPTO_RS02050,KEGG_pathway,map01130
3588,PSPTO_RS02050,KEGG_pathway,map01200
3589,PSPTO_RS02050,KEGG_pathway,map01230
3596,PSPTO_RS02155,KEGG_pathway,map00260
3597,PSPTO_RS02155,KEGG_pathway,map01100
3598,PSPTO_RS02155,KEGG_pathway,map01110
3599,PSPTO_RS02155,KEGG_pathway,map01120
3600,PSPTO_RS02155,KEGG_pathway,map01130
3601,PSPTO_RS02155,KEGG_pathway,map01230
3603,PSPTO_RS02175,KEGG_pathway,map03410
3606,PSPTO_RS02190,KEGG_pathway,map00770
3607,PSPTO_RS02190,KEGG_pathway,map01100
3613,PSPTO_RS02205,KEGG_pathway,map00270
3614,PSPTO_RS02205,KEGG_pathway,map00920
3615,PSPTO_RS02205,KEGG_pathway,map01100
3616,PSPTO_RS02205,KEGG_pathway,map01120
3617,PSPTO_RS02205,KEGG_pathway,map04122
3621,PSPTO_RS02240,KEGG_pathway,map02024
3622,PSPTO_RS02240,KEGG_pathway,map03060
3623,PSPTO_RS02240,KEGG_pathway,map03070
3625,PSPTO_RS02245,KEGG_pathway,map02010
3627,PSPTO_RS02250,KEGG_pathway,map02010
3629,PSPTO_RS02265,KEGG_pathway,map00550
3631,PSPTO_RS02275,KEGG_pathway,map04122
3634,PSPTO_RS02280,KEGG_pathway,map00730
3635,PSPTO_RS02280,KEGG_pathway,map01100
3640,PSPTO_RS02295,KEGG_pathway,map00670
3641,PSPTO_RS02295,KEGG_pathway,map00790
3642,PSPTO_RS02295,KEGG_pathway,map01100
3643,PSPTO_RS02295,KEGG_pathway,map01523
3646,PSPTO_RS02320,KEGG_pathway,map00260
3647,PSPTO_RS02320,KEGG_pathway,map01100
3650,PSPTO_RS02325,KEGG_pathway,map00260
3651,PSPTO_RS02325,KEGG_pathway,map01100
3657,PSPTO_RS02390,KEGG_pathway,map00625
3658,PSPTO_RS02390,KEGG_pathway,map00680
3659,PSPTO_RS02390,KEGG_pathway,map01100
3660,PSPTO_RS02390,KEGG_pathway,map01120
3661,PSPTO_RS02390,KEGG_pathway,map01200
3664,PSPTO_RS02395,KEGG_pathway,map00630
3665,PSPTO_RS02395,KEGG_pathway,map00670
3668,PSPTO_RS02400,KEGG_pathway,map00260
3669,PSPTO_RS02400,KEGG_pathway,map01100
3672,PSPTO_RS02405,KEGG_pathway,map00260
3673,PSPTO_RS02405,KEGG_pathway,map01100
3676,PSPTO_RS02410,KEGG_pathway,map00260
3677,PSPTO_RS02410,KEGG_pathway,map01100
3680,PSPTO_RS02415,KEGG_pathway,map00260
3681,PSPTO_RS02415,KEGG_pathway,map01100
3694,PSPTO_RS02420,KEGG_pathway,map00260
3695,PSPTO_RS02420,KEGG_pathway,map00460
3696,PSPTO_RS02420,KEGG_pathway,map00630
3697,PSPTO_RS02420,KEGG_pathway,map00670
3698,PSPTO_RS02420,KEGG_pathway,map00680
3699,PSPTO_RS02420,KEGG_pathway,map01100
3700,PSPTO_RS02420,KEGG_pathway,map01110
3701,PSPTO_RS02420,KEGG_pathway,map01120
3702,PSPTO_RS02420,KEGG_pathway,map01130
3703,PSPTO_RS02420,KEGG_pathway,map01200
3704,PSPTO_RS02420,KEGG_pathway,map01230
3705,PSPTO_RS02420,KEGG_pathway,map01523
3707,PSPTO_RS02425,KEGG_pathway,map02010
3709,PSPTO_RS02430,KEGG_pathway,map02010
3711,PSPTO_RS02435,KEGG_pathway,map02010
3714,PSPTO_RS02445,KEGG_pathway,map02020
3715,PSPTO_RS02445,KEGG_pathway,map02030
3722,PSPTO_RS02460,KEGG_pathway,map00230
3723,PSPTO_RS02460,KEGG_pathway,map00240
3724,PSPTO_RS02460,KEGG_pathway,map01100
3725,PSPTO_RS02460,KEGG_pathway,map03030
3726,PSPTO_RS02460,KEGG_pathway,map03430
3727,PSPTO_RS02460,KEGG_pathway,map03440
3734,PSPTO_RS02505,KEGG_pathway,map00620
3735,PSPTO_RS02505,KEGG_pathway,map00630
3736,PSPTO_RS02505,KEGG_pathway,map01100
3737,PSPTO_RS02505,KEGG_pathway,map01110
3738,PSPTO_RS02505,KEGG_pathway,map01120
3739,PSPTO_RS02505,KEGG_pathway,map01200
3741,PSPTO_RS02535,KEGG_pathway,map02024
3743,PSPTO_RS02540,KEGG_pathway,map02024
3745,PSPTO_RS02545,KEGG_pathway,map02024
3747,PSPTO_RS02550,KEGG_pathway,map02024
3750,PSPTO_RS02555,KEGG_pathway,map00230
3751,PSPTO_RS02555,KEGG_pathway,map02025
3754,PSPTO_RS02575,KEGG_pathway,map00780
3755,PSPTO_RS02575,KEGG_pathway,map01100
3758,PSPTO_RS02580,KEGG_pathway,map00780
3759,PSPTO_RS02580,KEGG_pathway,map01100
3762,PSPTO_RS02585,KEGG_pathway,map00780
3763,PSPTO_RS02585,KEGG_pathway,map01100
3766,PSPTO_RS02590,KEGG_pathway,map00780
3767,PSPTO_RS02590,KEGG_pathway,map01100
3770,PSPTO_RS02595,KEGG_pathway,map00780
3771,PSPTO_RS02595,KEGG_pathway,map01100
3773,PSPTO_RS02700,KEGG_pathway,map00380
3775,PSPTO_RS02815,KEGG_pathway,map03030
3780,PSPTO_RS02830,KEGG_pathway,map00561
3781,PSPTO_RS02830,KEGG_pathway,map00564
3782,PSPTO_RS02830,KEGG_pathway,map01100
3783,PSPTO_RS02830,KEGG_pathway,map01110
3786,PSPTO_RS02835,KEGG_pathway,map00790
3787,PSPTO_RS02835,KEGG_pathway,map01100
3790,PSPTO_RS02840,KEGG_pathway,map00790
3791,PSPTO_RS02840,KEGG_pathway,map01100
3793,PSPTO_RS02845,KEGG_pathway,map03013
3797,PSPTO_RS02865,KEGG_pathway,map00920
3798,PSPTO_RS02865,KEGG_pathway,map01110
3799,PSPTO_RS02865,KEGG_pathway,map01120
3801,PSPTO_RS02870,KEGG_pathway,map00230
3804,PSPTO_RS02885,KEGG_pathway,map00750
3805,PSPTO_RS02885,KEGG_pathway,map01100
3808,PSPTO_RS02900,KEGG_pathway,map00520
3809,PSPTO_RS02900,KEGG_pathway,map01100
3812,PSPTO_RS02905,KEGG_pathway,map00520
3813,PSPTO_RS02905,KEGG_pathway,map01100
3815,PSPTO_RS02935,KEGG_pathway,map02024
3817,PSPTO_RS02940,KEGG_pathway,map02024
3819,PSPTO_RS02945,KEGG_pathway,map02024
3821,PSPTO_RS02950,KEGG_pathway,map02024
3831,PSPTO_RS02955,KEGG_pathway,map00030
3832,PSPTO_RS02955,KEGG_pathway,map00040
3833,PSPTO_RS02955,KEGG_pathway,map00710
3834,PSPTO_RS02955,KEGG_pathway,map01100
3835,PSPTO_RS02955,KEGG_pathway,map01110
3836,PSPTO_RS02955,KEGG_pathway,map01120
3837,PSPTO_RS02955,KEGG_pathway,map01130
3838,PSPTO_RS02955,KEGG_pathway,map01200
3839,PSPTO_RS02955,KEGG_pathway,map01230
3844,PSPTO_RS02960,KEGG_pathway,map00630
3845,PSPTO_RS02960,KEGG_pathway,map01100
3846,PSPTO_RS02960,KEGG_pathway,map01110
3847,PSPTO_RS02960,KEGG_pathway,map01130
3856,PSPTO_RS02965,KEGG_pathway,map00400
3857,PSPTO_RS02965,KEGG_pathway,map00405
3858,PSPTO_RS02965,KEGG_pathway,map01100
3859,PSPTO_RS02965,KEGG_pathway,map01110
3860,PSPTO_RS02965,KEGG_pathway,map01130
3861,PSPTO_RS02965,KEGG_pathway,map01230
3862,PSPTO_RS02965,KEGG_pathway,map02024
3863,PSPTO_RS02965,KEGG_pathway,map02025
3872,PSPTO_RS03105,KEGG_pathway,map00400
3873,PSPTO_RS03105,KEGG_pathway,map00405
3874,PSPTO_RS03105,KEGG_pathway,map01100
3875,PSPTO_RS03105,KEGG_pathway,map01110
3876,PSPTO_RS03105,KEGG_pathway,map01130
3877,PSPTO_RS03105,KEGG_pathway,map01230
3878,PSPTO_RS03105,KEGG_pathway,map02024
3879,PSPTO_RS03105,KEGG_pathway,map02025
3885,PSPTO_RS03110,KEGG_pathway,map00400
3886,PSPTO_RS03110,KEGG_pathway,map01100
3887,PSPTO_RS03110,KEGG_pathway,map01110
3888,PSPTO_RS03110,KEGG_pathway,map01130
3889,PSPTO_RS03110,KEGG_pathway,map01230
3895,PSPTO_RS03115,KEGG_pathway,map00400
3896,PSPTO_RS03115,KEGG_pathway,map01100
3897,PSPTO_RS03115,KEGG_pathway,map01110
3898,PSPTO_RS03115,KEGG_pathway,map01130
3899,PSPTO_RS03115,KEGG_pathway,map01230
3905,PSPTO_RS03125,KEGG_pathway,map02020
3906,PSPTO_RS03125,KEGG_pathway,map02024
3907,PSPTO_RS03125,KEGG_pathway,map02025
3908,PSPTO_RS03125,KEGG_pathway,map02026
3909,PSPTO_RS03125,KEGG_pathway,map05111
3913,PSPTO_RS03135,KEGG_pathway,map00270
3914,PSPTO_RS03135,KEGG_pathway,map00330
3915,PSPTO_RS03135,KEGG_pathway,map01100
3919,PSPTO_RS03140,KEGG_pathway,map00130
3920,PSPTO_RS03140,KEGG_pathway,map01100
3921,PSPTO_RS03140,KEGG_pathway,map01110
3928,PSPTO_RS03165,KEGG_pathway,map00220
