Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX3159089	4935820	1023650	1788	3654904	0	0	0	0	0	0	0	0	0	171204	83157	1117	20.73920848004992	4935820.0	1280916.0	25.95	3654904.0	74.05	SRX3159089_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4935820.0	0.0	20-150	47.0	29.44149368267674	141.83945808396578	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	4935945	1630670	4935945	706308475	638494	702063710	0.6009789136396813			0.3893	0.5715	0.0392
SRX3159090	3992154	880859	1227	2894323	0	0	0	0	0	0	0	0	0	143892	70832	1021	22.06475501696578	3992154.0	1097831.0	27.5	2894323.0	72.5	SRX3159090_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3992154.0	0.0	20-150	48.0	39.038029459389406	140.9967558866717	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	3992291	1349869	3992291	568045611	580397	564461631	0.6309317298818105			0.3875	0.574	0.0385
SRX3159091	4321814	1138727	1513	2914667	0	0	0	0	0	0	0	0	0	174662	90889	1356	26.348357425840174	4321814.0	1407147.0	32.56	2914667.0	67.44	SRX3159091_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4321814.0	0.0	20-150	48.0	34.799414050345625	140.90148095221127	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	4321938	1389599	4321938	614271675	588654	610612416	0.5957069402557101			0.37799999999999995	0.5833	0.0386
SRX3159092	6732846	1176253	793	5186645	0	0	0	0	0	0	0	0	0	248463	119651	1041	17.470368399930727	6732846.0	1546201.0	22.97	5186645.0	77.03	SRX3159092_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6732846.0	0.0	20-150	47.0	32.38342163262846	140.81516612737022	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	6733138	2216359	6733138	957555332	1568498	950880606	0.6970590395083299			0.3818	0.5711	0.0472
SRX3159093	6855429	1637716	2831	4712754	0	0	0	0	0	0	0	0	0	344368	156241	1519	23.8893291725434	6855429.0	2142675.0	31.26	4712754.0	68.74	SRX3159093_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6855429.0	0.0	20-150	48.0	31.479162282506145	139.26936899207914	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	6855705	2243064	6855705	964222733	1568491	957435922	0.7038634091196022			0.3861	0.5660000000000001	0.0478
SRX3159094	7045645	1193998	1163	5424341	0	0	0	0	0	0	0	0	0	291037	134279	827	16.946610281954314	7045645.0	1621304.0	23.01	5424341.0	76.99	SRX3159094_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7045645.0	0.0	20-150	47.0	30.940987555705966	140.13709759716818	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	7045893	2335515	7045893	997220406	1634173	990200032	0.7039942181046784			0.3954	0.5555	0.0491
SRX3159095	7558423	1370379	1708	5710383	0	0	0	0	0	0	0	0	0	326593	148500	860	18.130488330700725	7558423.0	1848040.0	24.45	5710383.0	75.55	SRX3159095_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7558423.0	0.0	20-150	47.0	30.290332561258797	137.39905916882398	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	7558714	2454067	7558714	1048552868	1610959	1041313865	0.6903803538115925			0.3957	0.5544	0.0499
SRX3159096	6085336	1301527	1307	4338937	0	0	0	0	0	0	0	0	0	312524	130037	1004	21.387923361996773	6085336.0	1746399.0	28.7	4338937.0	71.3	SRX3159096_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6085336.0	0.0	20-150	48.0	29.55875411619282	138.97134028425054	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	6085644	1988877	6085644	853955005	1272140	848040165	0.6926407088626408			0.3822	0.5647	0.0531
SRX3159097	6380636	1212470	1260	4732253	0	0	0	0	0	0	0	0	0	308482	125170	1001	19.002337697997504	6380636.0	1648383.0	25.83	4732253.0	74.17	SRX3159097_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6380636.0	0.0	20-150	47.0	30.43618666604722	139.25617759734294	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	6380920	2068720	6380920	897187008	1352284	891006278	0.6889009699079369			0.3834	0.5649	0.0517
SRX3159098	6962677	1129324	1238	5445712	0	0	0	0	0	0	0	0	0	256751	128841	811	16.219681022112614	6962677.0	1516965.0	21.79	5445712.0	78.21	SRX3159098_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6962677.0	0.0	20-150	47.0	28.17711166732741	139.64531242796414	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	6963010	2293297	6963010	981883867	1511938	975069987	0.6939598692886967			0.3861	0.5664	0.0475
SRX3159099	7259196	1419044	1910	5425894	0	0	0	0	0	0	0	0	0	258878	152253	1217	19.548225450862606	7259196.0	1833302.0	25.25	5425894.0	74.75	SRX3159099_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7259196.0	0.0	20-150	48.0	26.57012427318029	138.65574493373646	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	7259478	2369162	7259478	1016426208	1615941	1009320727	0.6990651110798591			0.3851	0.5693	0.0457
SRX3159100	7046207	2684959	2487334	546890	0	0	0	0	0	0	0	0	0	1000081	325187	1756	38.10502586710836	7046207.0	6499317.0	92.24	546890.0	7.76	SRX3159100_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7046207.0	0.0	20-150	54.0	17.544309054310652	141.82052556786934	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	7046273	2757946	7046273	1009210118	667439	1002718012	0.6432858613096071			0.336	0.608	0.055999999999999994
SRX3159101	7578749	1597197	2070676	3021632	0	0	0	0	0	0	0	0	0	714541	173693	1010	21.074678683777496	7578749.0	4557117.0	60.13	3021632.0	39.87	SRX3159101_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7578749.0	0.0	20-150	59.0	35.42324942889695	141.66263033648428	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	7578876	2620094	7578876	1083545766	905461	1076958071	0.6079757040922257			0.3195	0.6187	0.0618
SRX3159102	8036515	2946294	2882093	285718	0	0	0	0	0	0	0	0	0	1535333	385158	1919	36.66133890125259	8036515.0	7750797.0	96.44	285718.0	3.56	SRX3159102_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8036515.0	0.0	20-150	54.0	15.392144689407006	142.12843091812806	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	8036586	3246143	8036586	1153807316	695937	1146308516	0.6499178758890796			0.3259	0.6036	0.0706
SRX3159103	6670431	1747042	1070200	2956750	0	0	0	0	0	0	0	0	0	680207	215077	1155	26.190841341436556	6670431.0	3713681.0	55.67	2956750.0	44.33	SRX3159103_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6670431.0	0.0	20-150	49.0	41.45793272306365	141.35744391929097	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	6670499	2607980	6670499	953108094	1536099	946001553	0.7456175269874479			0.3524	0.583	0.0646
SRX3159104	2606065	330373	547	2172423	0	0	0	0	0	0	0	0	0	67049	35141	532	12.677082114222017	2606065.0	433642.0	16.64	2172423.0	83.36	SRX3159104_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2606065.0	0.0	20-150	45.0	34.058470374794624	139.33467430781658	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	2606116	851761	2606116	366474689	486118	364061008	0.6586214744014696			0.3782	0.5773	0.0445
SRX3159105	4587942	100797	783	4454423	0	0	0	0	0	0	0	0	0	22902	8949	88	2.196998131188232	4587942.0	133519.0	2.91	4454423.0	97.09	SRX3159105_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4587942.0	0.0	20-150	43.0	27.139842888187022	139.96090491117806	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	4588069	1429990	4588069	647880764	946323	643817065	0.6272294573018068			0.3842	0.5734	0.0424
SRX3159106	3540961	1717029	981845	210087	0	0	0	0	0	0	0	0	0	435793	195157	1050	48.49048040913187	3540961.0	3330874.0	94.07	210087.0	5.93	SRX3159106_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3540961.0	0.0	20-150	54.0	27.407563637854327	140.7289732928434	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	3540997	1296419	3540997	503217429	518349	499903904	0.6584678528692217			0.3478	0.6091	0.0431
SRX3159107	4058191	1933744	1026962	286130	0	0	0	0	0	0	0	0	0	585969	224269	1117	47.65039398096344	4058191.0	3772061.0	92.95	286130.0	7.05	SRX3159107_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4058191.0	0.0	18-150	54.0	23.93867137561461	137.74780314677156	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	4058463	854408	4058463	562113580	575266	560214354	0.3378722855263522			0.3528	0.5984	0.0488
SRX3159108	3906799	665474	61773	2878255	0	0	0	0	0	0	0	0	0	221532	79397	368	17.033740409987818	3906799.0	1028544.0	26.33	2878255.0	73.67	SRX3159108_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3906799.0	0.0	20-150	45.0	73.09112191607508	142.0706322490612	pass	pass		pass	fail	fail	pass	warn	pass	warn	pass	3906887	1497946	3906887	562040435	1985124	556895156	0.9154642049908741			0.3854	0.5488	0.0658
SRX3159109	5188811	2570838	464799	820832	0	0	0	0	0	0	0	0	0	1005081	325848	1413	49.545801533337794	5188811.0	4367979.0	84.18	820832.0	15.82	SRX3159109_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5188811.0	0.0	20-150	55.0	25.448568972648932	139.48249454451127	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	5188878	1835462	5188878	730756830	679201	725715598	0.6898645066375911			0.3652	0.5696	0.0651
SRX3159110	4909239	2807200	343777	266911	0	0	0	0	0	0	0	0	0	1137527	351943	1881	57.1819787140125	4909239.0	4642328.0	94.56	266911.0	5.44	SRX3159110_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4909239.0	0.0	20-150	55.0	22.836645766612982	138.63083687716158	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	4909292	1681803	4909292	686880206	557679	682398535	0.6524676298504372			0.3953	0.5397	0.065
SRX3159111	5022513	2104632	596266	1575446	0	0	0	0	0	0	0	0	0	542038	202962	1169	41.903963215227115	5022513.0	3447067.0	68.63	1575446.0	31.37	SRX3159111_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5022513.0	0.0	20-150	54.0	27.27124753591175	128.69055650030174	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	5022682	1681087	5022682	652158940	633504	647903397	0.6525315745882437			0.3856	0.5643	0.0501
SRX3159112	4799580	2640971	411892	814282	0	0	0	0	0	0	0	0	0	673982	256877	1576	55.025043858004246	4799580.0	3985298.0	83.03	814282.0	16.97	SRX3159112_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4799580.0	0.0	20-150	55.0	21.211057791422405	138.07600706728505	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	4799720	1633713	4799720	668842186	690477	664484827	0.6514778958634645			0.3968	0.5514	0.0518
SRX3159113	4330354	2727532	222801	219488	0	0	0	0	0	0	0	0	0	858898	300038	1597	62.986351693187196	4330354.0	4110866.0	94.93	219488.0	5.07	SRX3159113_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4330354.0	0.0	20-150	56.0	20.364487044622358	139.98588360212582	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	4330419	1462606	4330419	611658995	484656	607875104	0.6186275409879323			0.4032	0.5335	0.0633
SRX3644656	118388604	18217136	288903	86310690	0	0	0	0	0	0	0	0	0	12466027	1090435	15413	15.387575648750785	118388604.0	32077914.0	27.1	86310690.0	72.9	SRX3644656_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	118388604.0	0.0	20-76	54.0	16.128039104920454	74.5820474240916	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	118467939	12598236	118467939	8904428320	26485731	8859816980	0.5010017307882602			0.4069	0.0672	0.5259
SRX3644657	96448128	14357118	838149	69885085	0	0	0	0	0	0	0	0	0	10474107	881684	11985	14.885844129603012	96448128.0	26563043.0	27.54	69885085.0	72.46	SRX3644657_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	96448128.0	0.0	20-76	53.0	12.842933838601544	74.55061431570759	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	96569935	9677720	96569935	7241756416	15385301	7212159890	0.4086926471954949			0.4067	0.0724	0.5209
SRX3644658	102813604	18396617	211435	70531959	0	0	0	0	0	0	0	0	0	12536414	1121011	16168	17.893173942234334	102813604.0	32281645.0	31.4	70531959.0	68.6	SRX3644658_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	102813604.0	0.0	20-76	54.0	12.993899781469887	74.2799814896091	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	103113631	10187183	103113631	7694990826	18432449	7659809149	0.4572023254547282			0.4141	0.0743	0.5116
SRX3644659	135750112	12615930	145748	111450871	0	0	0	0	0	0	0	0	0	10717064	811100	9399	9.29349509486961	135750112.0	24299241.0	17.9	111450871.0	82.1	SRX3644659_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	135750112.0	0.0	20-76	53.0	15.262029432412893	73.97345250072428	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	136314340	16210048	136314340	10159480466	38063823	10077896449	0.8030333566074697			0.4179	0.0784	0.5037
SRX3644660	119642639	11675537	110987	99127931	0	0	0	0	0	0	0	0	0	8007344	711937	8903	9.758675583877752	119642639.0	20514708.0	17.15	99127931.0	82.85	SRX3644660_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	119642639.0	0.0	20-76	53.0	10.957544858558505	74.76183480038416	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	119768749	12323834	119768749	9007102634	17301764	8971335555	0.39709860599330216			0.4083	0.0676	0.5241
SRX3644661	76542155	7043013	69555	64433749	0	0	0	0	0	0	0	0	0	4540320	449949	5569	9.201482503334272	76542155.0	12108406.0	15.82	64433749.0	84.18	SRX3644661_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	76542155.0	0.0	20-76	53.0	10.466651771450046	74.88915265058844	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	76580294	7612280	76580294	5767012820	8320485	5748632267	0.31871878169329265			0.4134	0.0638	0.5228
SRX3644662	53014139	9137015	93744	37173116	0	0	0	0	0	0	0	0	0	6001286	601753	7225	17.235053086498304	53014139.0	15841023.0	29.88	37173116.0	70.12	SRX3644662_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	53014139.0	0.0	20-76	53.0	19.04458843781849	74.70206282139183	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	53046894	5817652	53046894	3993198285	11716824	3973500144	0.4932923334659801			0.3652	0.0786	0.5563
SRX3644663	36604886	10264123	69684	19686927	0	0	0	0	0	0	0	0	0	5977002	598733	8417	28.04030860798201	36604886.0	16917959.0	46.22	19686927.0	53.78	SRX3644663_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36604886.0	0.0	20-76	54.0	19.041603409124484	74.9041633403803	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	36626196	3360081	36626196	2759479823	5001994	2749849414	0.34899363712434			0.3741	0.0666	0.5593
SRX3644664	53101612	8668027	56859	38268041	0	0	0	0	0	0	0	0	0	5560797	540648	7240	16.32347243997037	53101612.0	14833571.0	27.93	38268041.0	72.07	SRX3644664_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	53101612.0	0.0	20-76	54.0	13.21663343807038	74.76545423894099	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	53146838	4991903	53146838	3994568395	6158523	3981559214	0.32567175508331736			0.3837	0.0738	0.5424
SRX3644665	107218633	10538201	90021	88131337	0	0	0	0	0	0	0	0	0	7800576	650129	8369	9.828703001650842	107218633.0	19087296.0	17.8	88131337.0	82.2	SRX3644665_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	107218633.0	0.0	20-76	52.0	16.4871646423837	74.70937061844465	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	107269734	11726553	107269734	8077592992	23995185	8037543336	0.4958117602566129			0.3952	0.0651	0.5397
SRX3644666	76867241	9564889	186373	59682422	0	0	0	0	0	0	0	0	0	6870246	555031	8280	12.44338794467724	76867241.0	17184819.0	22.36	59682422.0	77.64	SRX3644666_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	76867241.0	0.0	20-76	54.0	12.728601940339903	74.8581562072717	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	76920015	7587482	76920015	5792028412	10272950	5771050657	0.3621832198981969			0.4025	0.0712	0.5263
SRX3644667	95365389	11020438	72851	75125102	0	0	0	0	0	0	0	0	0	8451045	685817	10136	11.556014310390953	95365389.0	20240287.0	21.22	75125102.0	78.78	SRX3644667_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	95365389.0	0.0	20-76	53.0	10.306190327295484	74.85851123618862	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	95430287	9546711	95430287	7182893868	10914620	7159241951	0.3292811704398136			0.3831	0.0745	0.5424
SRX3644668	55961030	12348454	293192	34207966	0	0	0	0	0	0	0	0	0	8276369	826750	8299	22.066166401869303	55961030.0	21753064.0	38.87	34207966.0	61.13	SRX3644668_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55961030.0	0.0	20-76	54.0	20.30714855290589	74.48737430315346	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	56025583	5913158	56025583	4204485181	13187740	4182652058	0.5192817208314475			0.3915	0.0634	0.5451
SRX3644669	18950275	4543663	77807	11408710	0	0	0	0	0	0	0	0	0	2650175	266657	3263	23.976765508679954	18950275.0	7541565.0	39.8	11408710.0	60.2	SRX3644669_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18950275.0	0.0	20-76	54.0	19.6156103303259	74.59184903649155	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	18976822	1787523	18976822	1423457187	2995292	1417797672	0.3975894077943912			0.3889	0.0651	0.546
SRX3644670	44845002	14590021	157893	22103889	0	0	0	0	0	0	0	0	0	7115013	867749	10437	32.534330135607966	44845002.0	22741113.0	50.71	22103889.0	49.29	SRX3644670_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44845002.0	0.0	20-76	54.0	17.207320462738494	74.82107433064671	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	44878453	3979038	44878453	3375614926	5224484	3364845064	0.3190488914196726			0.3786	0.0614	0.5601
SRX3644671	109580059	5991470	106175	96244334	0	0	0	0	0	0	0	0	0	6833906	399306	4868	5.467664513668495	109580059.0	13335725.0	12.17	96244334.0	87.83	SRX3644671_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	109580059.0	0.0	20-76	53.0	12.881558269854624	74.66253472267248	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	109655912	12203241	109655912	8250890432	24506470	8209218019	0.5050656452590739			0.3972	0.0678	0.535
SRX3644672	75245692	5623680	128611	64079051	0	0	0	0	0	0	0	0	0	5071537	338274	4539	7.47375677002213	75245692.0	11166641.0	14.84	64079051.0	85.16	SRX3644672_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	75245692.0	0.0	20-76	53.0	10.857462508393183	74.80052091221381	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	75299957	7402801	75299957	5665506150	10256218	5645126391	0.3597164747583938			0.4079	0.07	0.5221
SRX3644673	96559136	14844579	147806	67430381	0	0	0	0	0	0	0	0	0	13228365	895658	12347	15.37356237321759	96559136.0	29128755.0	30.17	67430381.0	69.83	SRX3644673_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	96559136.0	0.0	20-76	52.0	12.565119596208556	74.94431596819591	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	96603137	9362313	96603137	7281428166	12511532	7256658507	0.3401758341263295			0.3898	0.0653	0.5449
SRX3644674	13859988	6742057	236402	833171	0	0	0	0	0	0	0	0	0	5669901	372739	5718	48.64403201503493	13859988.0	13026817.0	93.99	833171.0	6.01	SRX3644674_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13859988.0	0.0	20-76	55.0	35.42144175517842	74.53754490985129	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	13883571	1260199	13883571	1042531013	3760483	1036424502	0.5857390258758661			0.3898	0.0841	0.5261
SRX3644675	10807774	4048495	2294235	367830	0	0	0	0	0	0	0	0	0	3833594	259878	3742	37.45910119882225	10807774.0	10439944.0	96.6	367830.0	3.4	SRX3644675_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10807774.0	0.0	20-76	55.0	28.15050612022447	74.44391472286524	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	10840877	792296	10840877	810446044	2194829	806936622	0.4330235215510535			0.4592	0.0698	0.47100000000000003
SRX3644676	17622708	9322564	105258	376104	0	0	0	0	0	0	0	0	0	7272921	537972	7889	52.90085950467999	17622708.0	17246604.0	97.87	376104.0	2.13	SRX3644676_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17622708.0	0.0	20-76	56.0	27.365558342456197	74.65822891691788	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	17657295	1274284	17657295	1323923679	2821996	1319172034	0.3589062629039963			0.3855	0.0689	0.5455
SRX3983989	20011302	9698729	4525549	606917	0	0	0	0	63757	0	0	0	0	4267056	743881	105413	48.466256718328474	20011302.0	19404385.0	96.97	606917.0	3.03	SRX3983989_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20011302.0	0.0	20-101	56.0	17.786577117544585	99.59663254294998	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	20184237	6228745	20184237	2038607937	20837716	2002355610	1.7782883281298634	0.0537	0.4011	0.5452		
SRX3983990	18865690	11023550	3843539	397144	0	0	0	0	40827	0	0	0	0	2641897	812907	105826	58.43173507038438	18865690.0	18468546.0	97.89	397144.0	2.11	SRX3983990_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18865690.0	0.0	20-101	56.0	19.80750342145978	99.40208081443085	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	18911754	5866413	18911754	1910087154	11367936	1886159781	1.2526848814145786	0.0398	0.4467	0.5134		
SRX3983991	16915484	11071712	250995	1008603	0	0	0	0	57287	0	0	0	0	3583810	816253	126824	65.45311975702262	16915484.0	15906881.0	94.04	1008603.0	5.96	SRX3983991_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16915484.0	0.0	20-101	56.0	24.267445490925844	99.61327538721329	pass	fail		pass	fail	warn	pass	warn	fail	fail	pass	17003565	4526678	17003565	1717360065	4337161	1703555848	0.803804471836254	0.0629	0.5298	0.4074		
SRX3983992	18230324	11439155	146569	1100336	0	0	0	0	55015	0	0	0	0	4498993	870952	119304	62.74795225800705	18230324.0	17129988.0	93.96	1100336.0	6.04	SRX3983992_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18230324.0	0.0	20-101	56.0	23.898601195722517	99.58859590208051	pass	fail		pass	fail	warn	pass	warn	fail	fail	pass	18360777	4907610	18360777	1854438477	5554909	1835670063	1.0120807043629951	0.0699	0.5253	0.4048		
SRX3983993	21870599	12952059	4361617	1149626	0	0	0	0	40871	0	0	0	0	2407267	832688	126471	59.22132722565121	21870599.0	20720973.0	94.74	1149626.0	5.26	SRX3983993_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21870599.0	0.0	20-101	56.0	19.768708153462924	99.46101275049669	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	21998123	6567110	21998123	2221810423	22969690	2184516236	1.6785494664141292	0.0471	0.4241	0.5288		
SRX3983994	20006466	5702713	12009206	582641	0	0	0	0	118776	0	0	0	0	1141652	358226	93252	28.504349543792486	20006466.0	19423825.0	97.09	582641.0	2.91	SRX3983994_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20006466.0	0.0	20-101	54.0	12.29370546202741	99.32405863184431	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	20071745	6383269	20071745	2027246245	12963584	2002054922	1.2426375464811872	0.0306	0.2002	0.7692		
SRX3983995	18112570	11635731	133519	1140190	0	0	0	0	28954	0	0	0	0	4205726	857120	111330	64.24119271864788	18112570.0	16972380.0	93.7	1140190.0	6.3	SRX3983995_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18112570.0	0.0	20-101	56.0	21.13976930541595	99.56445463012705	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	18286366	5403489	18286366	1846922966	24641679	1810474027	1.9734953580083423	0.0607	0.5268	0.4125		
SRX3983996	21314437	11664608	5422787	528582	0	0	0	0	84634	0	0	0	0	2652106	842293	119427	54.72632469719937	21314437.0	20785855.0	97.52	528582.0	2.48	SRX3983996_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21314437.0	0.0	20-101	56.0	19.23474264674186	99.09056861318926	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	21352738	6798335	21352738	2156626538	14294858	2122782077	1.5693241460056633	0.0642	0.3952	0.5406		
SRX3983997	19314537	12480656	2240489	1110731	0	0	0	0	73332	0	0	0	0	2454680	773778	180871	64.61794036274335	19314537.0	18203806.0	94.25	1110731.0	5.75	SRX3983997_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19314537.0	0.0	20-101	56.0	22.01699419100647	99.59228315957044	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	19385632	5215932	19385632	1957948832	4764030	1944694741	0.676937557477498	0.0515	0.4644	0.4841		
SRX3983998	20911765	11855334	3899793	480123	0	0	0	0	50677	0	0	0	0	3651455	844732	129651	56.69217304230417	20911765.0	20431642.0	97.7	480123.0	2.3	SRX3983998_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20911765.0	0.0	20-101	56.0	18.743380452799197	99.62552534422608	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	21051997	5617012	21051997	2126251697	4989493	2108978210	0.8123914503805802	0.051	0.4236	0.5254		
SRX3983999	20916705	11610133	673689	1266541	0	0	0	0	61129	0	0	0	0	6322480	855061	127672	55.50651022711272	20916705.0	19650164.0	93.94	1266541.0	6.06	SRX3983999_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20916705.0	0.0	20-101	55.0	17.879141077505967	99.27193331836922	pass	pass		pass	warn	fail	pass	warn	fail	fail	pass	21073986	5446743	21073986	2128472586	5971165	2110236721	0.8567582744521192	0.0562	0.5004	0.4434		
