,gene_id,gene_ontology
2963,PSPTO_RS00720,alginic acid biosynthetic process
2964,PSPTO_RS01415,ATPase-coupled peptide transmembrane transporter activity
2965,PSPTO_RS01415,peptide transport
2966,PSPTO_RS01415,outer membrane-bounded periplasmic space
2967,PSPTO_RS01415,ATP-binding cassette (ABC) transporter complex
2968,PSPTO_RS01410,integral component of plasma membrane
2969,PSPTO_RS01410,ATPase-coupled peptide transmembrane transporter activity
2970,PSPTO_RS01410,peptide transport
2971,PSPTO_RS01410,ATP-binding cassette (ABC) transporter complex
2972,PSPTO_RS01405,ATPase-coupled peptide transmembrane transporter activity
2973,PSPTO_RS01405,peptide transport
2974,PSPTO_RS01390,molecular_function
2975,PSPTO_RS01390,cellular_component
2976,PSPTO_RS01390,biological_process
2977,PSPTO_RS00680,phosphorelay response regulator activity
2978,PSPTO_RS00680,phosphorelay signal transduction system
2979,PSPTO_RS00680,DNA-binding transcription factor activity
2980,PSPTO_RS00680,"regulation of transcription, DNA-templated"
2981,PSPTO_RS01380,molecular_function
2982,PSPTO_RS01380,cellular_component
2983,PSPTO_RS01380,biological_process
2984,PSPTO_RS01365,succinate-semialdehyde dehydrogenase [NAD(P)+] activity
2985,PSPTO_RS01365,gamma-aminobutyric acid catabolic process
2986,PSPTO_RS01360,arginine biosynthetic process
2987,PSPTO_RS01360,acetylornithine deacetylase activity
2988,PSPTO_RS01345,molecular_function
2989,PSPTO_RS01345,cellular_component
2990,PSPTO_RS01345,biological_process
2994,PSPTO_RS01290,molecular_function
2995,PSPTO_RS01290,cellular_component
2996,PSPTO_RS01290,biological_process
2997,PSPTO_RS01270,molecular_function
2998,PSPTO_RS01270,biological_process
2999,PSPTO_RS00610,molecular_function
3000,PSPTO_RS00610,biological_process
3001,PSPTO_RS00600,purine ribonucleoside salvage
3002,PSPTO_RS00600,"transferase activity, transferring pentosyl groups"
3003,PSPTO_RS00585,molecular_function
3004,PSPTO_RS00585,cellular_component
3005,PSPTO_RS00585,biological_process
3006,PSPTO_RS00575,molecular_function
3007,PSPTO_RS00575,cellular_component
3008,PSPTO_RS00575,biological_process
3009,PSPTO_RS00570,electron transfer activity
3010,PSPTO_RS00570,oxidation-reduction process
3014,PSPTO_RS00535,molecular_function
3015,PSPTO_RS00535,cellular_component
3016,PSPTO_RS00535,biological_process
3017,PSPTO_RS00520,molecular_function
3018,PSPTO_RS00520,biological_process
3019,PSPTO_RS00505,aldehyde dehydrogenase (NAD+) activity
3020,PSPTO_RS00505,fermentation
3021,PSPTO_RS00500,molecular_function
3022,PSPTO_RS00500,cellular_component
3023,PSPTO_RS00500,biological_process
3024,PSPTO_RS00480,molecular_function
3025,PSPTO_RS00480,DNA repair
3026,PSPTO_RS00470,dUTP diphosphatase activity
3027,PSPTO_RS00470,2'-deoxyribonucleotide metabolic process
3030,PSPTO_RS00450,molecular_function
3031,PSPTO_RS00450,cellular_component
3032,PSPTO_RS00450,biological_process
3033,PSPTO_RS00440,DNA repair
3034,PSPTO_RS00440,exodeoxyribonuclease III activity
3035,PSPTO_RS00435,molecular_function
3036,PSPTO_RS00435,cellular_component
3037,PSPTO_RS00435,biological_process
3038,PSPTO_RS00425,molecular_function
3039,PSPTO_RS00425,cellular_component
3040,PSPTO_RS00425,biological_process
3041,PSPTO_RS00400,molecular_function
3042,PSPTO_RS00400,biological_process
3043,PSPTO_RS00395,molecular_function
3044,PSPTO_RS00395,cellular_component
3045,PSPTO_RS00395,biological_process
3046,PSPTO_RS00365,molecular_function
3047,PSPTO_RS00365,cellular_component
3048,PSPTO_RS00365,biological_process
3049,PSPTO_RS00340,molecular_function
3050,PSPTO_RS00340,cellular_component
3051,PSPTO_RS00340,biological_process
3052,PSPTO_RS00310,molecular_function
3053,PSPTO_RS00310,cellular_component
3054,PSPTO_RS00310,biological_process
3055,PSPTO_RS00300,molecular_function
3056,PSPTO_RS00300,cellular_component
3057,PSPTO_RS00300,biological_process
3058,PSPTO_RS00295,molecular_function
3059,PSPTO_RS00295,cellular_component
3060,PSPTO_RS00295,biological_process
3061,PSPTO_RS00290,molecular_function
3062,PSPTO_RS00290,cellular_component
3063,PSPTO_RS00290,biological_process
3064,PSPTO_RS00280,molecular_function
3065,PSPTO_RS00280,cellular_component
3066,PSPTO_RS00280,biological_process
3067,PSPTO_RS00255,molecular_function
3068,PSPTO_RS00255,cellular_component
3069,PSPTO_RS00255,biological_process
3073,PSPTO_RS00205,molecular_function
3074,PSPTO_RS00175,molecular_function
3075,PSPTO_RS00175,cellular_component
3076,PSPTO_RS00175,biological_process
3077,PSPTO_RS00150,molecular_function
3078,PSPTO_RS00150,cellular_component
3079,PSPTO_RS00150,biological_process
3080,PSPTO_RS00145,molecular_function
3081,PSPTO_RS00145,cellular_component
3082,PSPTO_RS00145,biological_process
3083,PSPTO_RS00125,molecular_function
3084,PSPTO_RS00125,cellular_component
3085,PSPTO_RS00125,biological_process
3086,PSPTO_RS00120,biological_process
3093,PSPTO_RS00085,molecular_function
3094,PSPTO_RS00085,biological_process
3095,PSPTO_RS00080,molecular_function
3096,PSPTO_RS00080,cellular_component
3097,PSPTO_RS00080,biological_process
3098,PSPTO_RS00075,molecular_function
3099,PSPTO_RS00075,cellular_component
3100,PSPTO_RS00075,biological_process
3107,PSPTO_RS00035,molecular_function
3108,PSPTO_RS00035,cellular_component
3109,PSPTO_RS00035,biological_process
3110,PSPTO_RS00015,single-stranded DNA binding
3111,PSPTO_RS00015,DNA replication
3112,PSPTO_RS00015,DNA repair
3113,PSPTO_RS00015,SOS response
3114,PSPTO_RS03120,molecular_function
3115,PSPTO_RS03120,cellular_component
3116,PSPTO_RS03120,biological_process
3117,PSPTO_RS03045,molecular_function
3118,PSPTO_RS03045,viral process
3119,PSPTO_RS03030,structural molecule activity
3120,PSPTO_RS03030,virion assembly
3122,PSPTO_RS02750,molecular_function
3123,PSPTO_RS02750,cellular_component
3124,PSPTO_RS02750,biological_process
3125,PSPTO_RS02710,molecular_function
3126,PSPTO_RS02710,biological_process
3127,PSPTO_RS02650,molecular_function
3128,PSPTO_RS02650,cellular_component
3129,PSPTO_RS02650,biological_process
3130,PSPTO_RS02640,molecular_function
3131,PSPTO_RS02640,biological_process
3132,PSPTO_RS02370,molecular_function
3133,PSPTO_RS02370,cellular_component
3134,PSPTO_RS02370,biological_process
3135,PSPTO_RS02325,fermentation
3136,PSPTO_RS02325,choline dehydrogenase activity
3137,PSPTO_RS02270,molecular_function
3138,PSPTO_RS02270,cellular_component
3139,PSPTO_RS02270,biological_process
3140,PSPTO_RS02230,molecular_function
3141,PSPTO_RS02230,cellular_component
3142,PSPTO_RS02230,biological_process
3143,PSPTO_RS02155,threonine aldolase activity
3144,PSPTO_RS02150,molecular_function
3145,PSPTO_RS02150,biological_process
3146,PSPTO_RS21345,DNA helicase activity
3147,PSPTO_RS21345,DNA repair
3148,PSPTO_RS20645,molecular_function
3149,PSPTO_RS20645,cellular_component
3150,PSPTO_RS20645,biological_process
3151,PSPTO_RS10740,molecular_function
3152,PSPTO_RS10740,cellular_component
3153,PSPTO_RS10740,biological_process
3154,PSPTO_RS10510,molecular_function
3155,PSPTO_RS10510,cellular_component
3156,PSPTO_RS10510,biological_process
3157,PSPTO_RS07520,molecular_function
3158,PSPTO_RS07520,cellular_component
3159,PSPTO_RS07520,biological_process
3160,PSPTO_RS07070,molecular_function
3161,PSPTO_RS07070,cellular_component
3162,PSPTO_RS07070,biological_process
3163,PSPTO_RS06845,molecular_function
3164,PSPTO_RS06845,cellular_component
3165,PSPTO_RS06845,biological_process
3166,PSPTO_RS28375,electron transfer activity
3167,PSPTO_RS28375,oxidation-reduction process
3168,PSPTO_RS09145,UDP-glucose 4-epimerase activity
3169,PSPTO_RS09145,galactose metabolic process
3170,PSPTO_RS09145,"racemase and epimerase activity, acting on carbohydrates and derivatives"
3171,PSPTO_RS04730,molecular_function
3172,PSPTO_RS04730,biological_process
3173,PSPTO_RS04225,GTP binding
3174,PSPTO_RS04225,biological_process
3178,PSPTO_RS20760,molecular_function
3179,PSPTO_RS20760,cellular_component
3180,PSPTO_RS20760,biological_process
3181,PSPTO_RS06305,molecular_function
3182,PSPTO_RS06305,cellular_component
3183,PSPTO_RS06305,biological_process
3184,PSPTO_RS24140,helicase activity
3185,PSPTO_RS06055,rRNA (guanine-N2-)-methyltransferase activity
3186,PSPTO_RS04980,molecular_function
3187,PSPTO_RS04980,response to tellurium ion
3188,PSPTO_RS04975,molecular_function
3189,PSPTO_RS04960,molecular_function
3190,PSPTO_RS04960,response to tellurium ion
3191,PSPTO_RS04910,molecular_function
3192,PSPTO_RS04910,cellular_component
3193,PSPTO_RS04910,biological_process
3196,PSPTO_RS04860,molecular_function
3197,PSPTO_RS04860,cellular_component
3198,PSPTO_RS04860,biological_process
3202,PSPTO_RS08275,oxidoreductase activity
3203,PSPTO_RS26370,molecular_function
3204,PSPTO_RS26370,cellular_component
3205,PSPTO_RS26370,biological_process
3206,PSPTO_RS16940,molecular_function
3207,PSPTO_RS16940,cellular_component
3208,PSPTO_RS16940,biological_process
3212,PSPTO_RS16960,molecular_function
3213,PSPTO_RS16960,cellular_component
3214,PSPTO_RS16960,biological_process
3215,PSPTO_RS16980,molecular_function
3216,PSPTO_RS16980,biological_process
3217,PSPTO_RS17015,molecular_function
3218,PSPTO_RS17015,cellular_component
3219,PSPTO_RS17015,biological_process
3223,PSPTO_RS17150,molecular_function
3224,PSPTO_RS17255,molecular_function
3225,PSPTO_RS17255,cellular_component
3226,PSPTO_RS17255,biological_process
3227,PSPTO_RS17325,molecular_function
3228,PSPTO_RS17325,cellular_component
3229,PSPTO_RS17325,biological_process
3230,PSPTO_RS17340,molecular_function
3231,PSPTO_RS17340,cellular_component
3232,PSPTO_RS17340,biological_process
3233,PSPTO_RS17365,molecular_function
3234,PSPTO_RS17365,cellular_component
3235,PSPTO_RS17365,biological_process
3236,PSPTO_RS17375,molecular_function
3237,PSPTO_RS17375,cellular_component
3238,PSPTO_RS17375,biological_process
3239,PSPTO_RS17385,molecular_function
3240,PSPTO_RS17385,biological_process
3241,PSPTO_RS17415,NADH dehydrogenase (ubiquinone) activity
3242,PSPTO_RS17445,NADH dehydrogenase (ubiquinone) activity
3243,PSPTO_RS17485,molecular_function
3244,PSPTO_RS17485,cellular_component
3245,PSPTO_RS17485,biological_process
3246,PSPTO_RS17500,molecular_function
3247,PSPTO_RS17500,cellular_component
3248,PSPTO_RS17500,biological_process
3249,PSPTO_RS17510,molecular_function
3250,PSPTO_RS17510,cellular_component
3251,PSPTO_RS17510,biological_process
3252,PSPTO_RS17525,structural molecule activity
3253,PSPTO_RS17525,virion assembly
3254,PSPTO_RS17530,structural molecule activity
3255,PSPTO_RS17530,virion assembly
3256,PSPTO_RS17535,molecular_function
3257,PSPTO_RS17535,cellular_component
3258,PSPTO_RS17535,biological_process
3259,PSPTO_RS17540,structural molecule activity
3260,PSPTO_RS17540,virion assembly
3261,PSPTO_RS17545,molecular_function
3262,PSPTO_RS17545,cellular_component
3263,PSPTO_RS17545,biological_process
3264,PSPTO_RS17580,structural molecule activity
3265,PSPTO_RS17580,viral process
3266,PSPTO_RS17595,molecular_function
3267,PSPTO_RS17595,cellular_component
3268,PSPTO_RS17595,biological_process
3269,PSPTO_RS17600,molecular_function
3270,PSPTO_RS17600,cellular_component
3271,PSPTO_RS17600,biological_process
3272,PSPTO_RS17605,molecular_function
3273,PSPTO_RS17605,cellular_component
3274,PSPTO_RS17605,biological_process
3275,PSPTO_RS17615,molecular_function
3276,PSPTO_RS17615,cellular_component
3277,PSPTO_RS17615,biological_process
3278,PSPTO_RS17635,catalytic activity
3279,PSPTO_RS17635,viral process
3280,PSPTO_RS17670,molecular_function
3281,PSPTO_RS17670,cellular_component
3282,PSPTO_RS17670,biological_process
3283,PSPTO_RS17705,DNA-binding transcription factor activity
3284,PSPTO_RS17705,"regulation of transcription, DNA-templated"
3285,PSPTO_RS17905,molecular_function
3286,PSPTO_RS17905,biological_process
3287,PSPTO_RS17950,molecular_function
3288,PSPTO_RS17950,cellular_component
3289,PSPTO_RS17950,biological_process
3290,PSPTO_RS17955,molecular_function
3291,PSPTO_RS17955,biological_process
3292,PSPTO_RS17960,molecular_function
3293,PSPTO_RS17960,biological_process
3294,PSPTO_RS17995,molecular_function
3295,PSPTO_RS17995,cellular_component
3296,PSPTO_RS17995,biological_process
3297,PSPTO_RS18005,molecular_function
3301,PSPTO_RS18020,molecular_function
3302,PSPTO_RS18020,biological_process
3303,PSPTO_RS18025,molecular_function
3304,PSPTO_RS18025,cellular_component
3305,PSPTO_RS18025,biological_process
3306,PSPTO_RS18040,molecular_function
3307,PSPTO_RS18040,biological_process
3314,PSPTO_RS18195,molecular_function
3315,PSPTO_RS18195,cellular_component
3316,PSPTO_RS18195,biological_process
3317,PSPTO_RS18230,molecular_function
3318,PSPTO_RS18230,cellular_component
3319,PSPTO_RS18230,biological_process
3320,PSPTO_RS18840,molecular_function
3321,PSPTO_RS18840,cellular_component
3322,PSPTO_RS18840,biological_process
3326,PSPTO_RS18850,molecular_function
3327,PSPTO_RS18850,cellular_component
3328,PSPTO_RS18850,biological_process
3329,PSPTO_RS18865,molecular_function
3330,PSPTO_RS18865,cellular_component
3331,PSPTO_RS18865,biological_process
3332,PSPTO_RS18940,guanine deaminase activity
3333,PSPTO_RS18295,molecular_function
3334,PSPTO_RS18295,biological_process
3335,PSPTO_RS18990,molecular_function
3336,PSPTO_RS18990,cellular_component
3337,PSPTO_RS18990,biological_process
3338,PSPTO_RS18995,molecular_function
3339,PSPTO_RS18995,biological_process
3343,PSPTO_RS18320,molecular_function
3344,PSPTO_RS18320,cellular_component
3345,PSPTO_RS18320,biological_process
3346,PSPTO_RS18325,molecular_function
3347,PSPTO_RS18325,cellular_component
3348,PSPTO_RS18325,biological_process
3349,PSPTO_RS19010,molecular_function
3350,PSPTO_RS19010,cellular_component
3351,PSPTO_RS19010,biological_process
3352,PSPTO_RS18345,molecular_function
3353,PSPTO_RS18345,cellular_component
3354,PSPTO_RS18345,biological_process
3355,PSPTO_RS19075,molecular_function
3356,PSPTO_RS19075,cellular_component
3357,PSPTO_RS19075,biological_process
3358,PSPTO_RS19085,molecular_function
3359,PSPTO_RS19085,biological_process
3360,PSPTO_RS18420,D-gluconate metabolic process
3361,PSPTO_RS18420,gluconokinase activity
3362,PSPTO_RS18435,molecular_function
3363,PSPTO_RS18435,cellular_component
3364,PSPTO_RS18435,biological_process
3368,PSPTO_RS18450,molecular_function
3369,PSPTO_RS18450,cellular_component
3370,PSPTO_RS18450,biological_process
3374,PSPTO_RS18485,molecular_function
3375,PSPTO_RS18485,cellular_component
3376,PSPTO_RS18485,biological_process
3377,PSPTO_RS19190,molecular_function
3378,PSPTO_RS19190,cellular_component
3379,PSPTO_RS19190,biological_process
3380,PSPTO_RS18525,molecular_function
3381,PSPTO_RS18525,cellular_component
3382,PSPTO_RS18525,biological_process
3383,PSPTO_RS18570,molecular_function
3384,PSPTO_RS18570,biological_process
3385,PSPTO_RS19270,molecular_function
3386,PSPTO_RS19270,biological_process
3387,PSPTO_RS18600,molecular_function
3388,PSPTO_RS18600,cellular_component
3389,PSPTO_RS18600,biological_process
3393,PSPTO_RS16370,molecular_function
3394,PSPTO_RS16370,cellular_component
3395,PSPTO_RS16370,biological_process
3396,PSPTO_RS16385,molecular_function
3397,PSPTO_RS16385,biological_process
3398,PSPTO_RS16390,molecular_function
3399,PSPTO_RS16390,cellular_component
3400,PSPTO_RS16390,biological_process
3401,PSPTO_RS16395,molecular_function
3402,PSPTO_RS16395,cellular_component
3403,PSPTO_RS16395,biological_process
3404,PSPTO_RS16400,molecular_function
3405,PSPTO_RS16400,cellular_component
3406,PSPTO_RS16400,biological_process
3407,PSPTO_RS16425,molecular_function
3408,PSPTO_RS16425,biological_process
3409,PSPTO_RS16430,molecular_function
3410,PSPTO_RS16430,biological_process
3411,PSPTO_RS16445,molecular_function
3412,PSPTO_RS16445,cellular_component
3413,PSPTO_RS16445,biological_process
3414,PSPTO_RS16465,molecular_function
3415,PSPTO_RS16465,cellular_component
3416,PSPTO_RS16465,biological_process
3417,PSPTO_RS16475,molecular_function
3418,PSPTO_RS16475,cellular_component
3419,PSPTO_RS16475,biological_process
3420,PSPTO_RS16515,molecular_function
3421,PSPTO_RS16515,biological_process
3422,PSPTO_RS16530,molecular_function
3423,PSPTO_RS16530,cellular_component
3424,PSPTO_RS16530,biological_process
3425,PSPTO_RS16535,molecular_function
3426,PSPTO_RS16535,cellular_component
3427,PSPTO_RS16535,biological_process
3428,PSPTO_RS16545,molecular_function
3429,PSPTO_RS16545,cellular_component
3430,PSPTO_RS16545,biological_process
3431,PSPTO_RS16550,molecular_function
3432,PSPTO_RS16550,cellular_component
3433,PSPTO_RS16550,biological_process
3434,PSPTO_RS16600,molecular_function
3435,PSPTO_RS16600,cellular_component
3436,PSPTO_RS16600,biological_process
3446,PSPTO_RS16670,molecular_function
3450,PSPTO_RS16695,molecular_function
3451,PSPTO_RS16695,cellular_component
3452,PSPTO_RS16695,biological_process
3456,PSPTO_RS16730,molecular_function
3457,PSPTO_RS16730,cellular_component
3458,PSPTO_RS16730,biological_process
3462,PSPTO_RS16785,molecular_function
3463,PSPTO_RS16785,biological_process
3464,PSPTO_RS16800,molecular_function
3465,PSPTO_RS16800,cellular_component
3466,PSPTO_RS16800,biological_process
3467,PSPTO_RS16805,biological_process
3468,PSPTO_RS16810,peptide transport
3469,PSPTO_RS16810,ATPase-coupled transmembrane transporter activity
3470,PSPTO_RS16810,peptide transmembrane transporter activity
3471,PSPTO_RS16825,ATP binding
3472,PSPTO_RS16825,ATPase-coupled transmembrane transporter activity
3473,PSPTO_RS16835,molecular_function
3474,PSPTO_RS16835,cellular_component
3475,PSPTO_RS16835,biological_process
3479,PSPTO_RS16910,phosphate ion transport
3480,PSPTO_RS16910,ATPase-coupled phosphate ion transmembrane transporter activity
3481,PSPTO_RS16925,molecular_function
3482,PSPTO_RS16925,cellular_component
3483,PSPTO_RS16925,biological_process
3484,PSPTO_RS16930,molecular_function
3485,PSPTO_RS16930,cellular_component
3486,PSPTO_RS16930,biological_process
3487,PSPTO_RS16935,molecular_function
3488,PSPTO_RS16935,cellular_component
3489,PSPTO_RS16935,biological_process
3490,PSPTO_RS09240,molecular_function
3491,PSPTO_RS09240,cellular_component
3492,PSPTO_RS09240,biological_process
3495,PSPTO_RS09045,molecular_function
3496,PSPTO_RS09045,biological_process
3497,PSPTO_RS28125,molecular_function
3498,PSPTO_RS28125,cellular_component
3499,PSPTO_RS28125,biological_process
3503,PSPTO_RS28785,molecular_function
3504,PSPTO_RS28785,cellular_component
3505,PSPTO_RS28785,biological_process
3506,PSPTO_RS08890,molecular_function
3507,PSPTO_RS08890,cellular_component
3508,PSPTO_RS08890,biological_process
3509,PSPTO_RS12850,molecular_function
3510,PSPTO_RS12850,cellular_component
3511,PSPTO_RS12850,biological_process
3512,PSPTO_RS12865,molecular_function
3513,PSPTO_RS12875,integral component of plasma membrane
3514,PSPTO_RS12875,siderophore transmembrane transporter activity
3515,PSPTO_RS12875,siderophore transport
3516,PSPTO_RS12875,outer membrane-bounded periplasmic space
3517,PSPTO_RS12905,molecular_function
3518,PSPTO_RS12905,biological_process
3519,PSPTO_RS12915,molecular_function
3520,PSPTO_RS12915,cellular_component
3521,PSPTO_RS12915,biological_process
3525,PSPTO_RS12970,molecular_function
3526,PSPTO_RS12970,cellular_component
3527,PSPTO_RS12970,biological_process
3528,PSPTO_RS12980,molecular_function
3529,PSPTO_RS12980,cellular_component
3530,PSPTO_RS12980,biological_process
3531,PSPTO_RS13000,molecular_function
3532,PSPTO_RS13000,cellular_component
3533,PSPTO_RS13000,biological_process
3537,PSPTO_RS13030,molecular_function
3538,PSPTO_RS13030,cellular_component
3539,PSPTO_RS13030,biological_process
3540,PSPTO_RS13065,molecular_function
3541,PSPTO_RS13065,cellular_component
3542,PSPTO_RS13065,biological_process
3543,PSPTO_RS13130,molecular_function
3544,PSPTO_RS13130,cellular_component
3545,PSPTO_RS13130,biological_process
3550,PSPTO_RS13145,molecular_function
3551,PSPTO_RS13145,biological_process
3552,PSPTO_RS13175,molecular_function
3553,PSPTO_RS13175,cellular_component
3554,PSPTO_RS13175,biological_process
3555,PSPTO_RS13185,molecular_function
3556,PSPTO_RS13185,cellular_component
3557,PSPTO_RS13185,biological_process
3558,PSPTO_RS13190,molecular_function
3559,PSPTO_RS13190,cellular_component
3560,PSPTO_RS13190,biological_process
3561,PSPTO_RS13205,molecular_function
3562,PSPTO_RS13205,cellular_component
3563,PSPTO_RS13205,biological_process
3564,PSPTO_RS13210,molecular_function
3565,PSPTO_RS13210,cellular_component
3566,PSPTO_RS13210,biological_process
3567,PSPTO_RS13290,carbohydrate metabolic process
3568,PSPTO_RS13290,quinoprotein glucose dehydrogenase activity
3572,PSPTO_RS13390,molecular_function
3573,PSPTO_RS13390,cellular_component
3574,PSPTO_RS13390,biological_process
3575,PSPTO_RS13400,molecular_function
3576,PSPTO_RS13400,biological_process
3577,PSPTO_RS13415,DNA-binding transcription factor activity
3578,PSPTO_RS13415,"regulation of transcription, DNA-templated"
3579,PSPTO_RS13450,molecular_function
3580,PSPTO_RS13450,biological_process
3581,PSPTO_RS13515,molecular_function
3582,PSPTO_RS13515,cellular_component
3583,PSPTO_RS13515,biological_process
3584,PSPTO_RS13575,molecular_function
3585,PSPTO_RS13575,cellular_component
3586,PSPTO_RS13575,biological_process
3587,PSPTO_RS13610,molecular_function
3588,PSPTO_RS13610,cellular_component
3589,PSPTO_RS13610,biological_process
3590,PSPTO_RS13695,molecular_function
3591,PSPTO_RS13695,cellular_component
3592,PSPTO_RS13695,biological_process
3593,PSPTO_RS13705,molecular_function
3594,PSPTO_RS13705,biological_process
3595,PSPTO_RS13775,ATPase-coupled polyamine transmembrane transporter activity
3596,PSPTO_RS13775,putrescine transport
3597,PSPTO_RS13775,spermidine transport
3598,PSPTO_RS13800,molecular_function
3599,PSPTO_RS13800,cellular_component
3600,PSPTO_RS13800,biological_process
3601,PSPTO_RS13825,hydrolase activity
3602,PSPTO_RS13830,molecular_function
3603,PSPTO_RS13830,cellular_component
3604,PSPTO_RS13830,biological_process
3605,PSPTO_RS13855,succinate-semialdehyde dehydrogenase [NAD(P)+] activity
3606,PSPTO_RS13855,gamma-aminobutyric acid catabolic process
3607,PSPTO_RS13905,molecular_function
3608,PSPTO_RS13905,biological_process
3609,PSPTO_RS13915,molecular_function
3610,PSPTO_RS13915,cellular_component
3611,PSPTO_RS13915,biological_process
3612,PSPTO_RS13940,molecular_function
3613,PSPTO_RS13940,cellular_component
3614,PSPTO_RS13940,biological_process
3615,PSPTO_RS13955,molecular_function
3616,PSPTO_RS13955,cellular_component
3617,PSPTO_RS13955,biological_process
3618,PSPTO_RS13960,molecular_function
3619,PSPTO_RS13960,biological_process
3620,PSPTO_RS13965,molecular_function
3621,PSPTO_RS13965,cellular_component
3622,PSPTO_RS13965,biological_process
3623,PSPTO_RS13970,fructokinase activity
3624,PSPTO_RS14015,molecular_function
3625,PSPTO_RS14055,molecular_function
3626,PSPTO_RS14055,cellular_component
3627,PSPTO_RS14055,biological_process
3628,PSPTO_RS14070,molecular_function
3629,PSPTO_RS14070,biological_process
3633,PSPTO_RS14110,molecular_function
3634,PSPTO_RS14110,cellular_component
3635,PSPTO_RS14110,biological_process
3636,PSPTO_RS14125,methionine synthase activity
3637,PSPTO_RS14125,methionine biosynthetic process
3638,PSPTO_RS14140,molecular_function
3639,PSPTO_RS14140,biological_process
3640,PSPTO_RS14180,hydroxymethylglutaryl-CoA lyase activity
3641,PSPTO_RS14210,molecular_function
3642,PSPTO_RS14210,cellular_component
3643,PSPTO_RS14210,biological_process
3644,PSPTO_RS14215,molecular_function
3645,PSPTO_RS14215,biological_process
3646,PSPTO_RS14220,molecular_function
3647,PSPTO_RS14220,cellular_component
3648,PSPTO_RS14220,biological_process
3649,PSPTO_RS14245,drug transmembrane transport
3650,PSPTO_RS14245,xenobiotic transmembrane transporter activity
3651,PSPTO_RS14255,molecular_function
3652,PSPTO_RS14255,biological_process
3653,PSPTO_RS14260,oxidoreductase activity
3654,PSPTO_RS29895,molecular_function
3655,PSPTO_RS29895,cellular_component
3656,PSPTO_RS29895,biological_process
3657,PSPTO_RS14290,molecular_function
3658,PSPTO_RS14290,cellular_component
3659,PSPTO_RS14290,biological_process
3660,PSPTO_RS14295,ATPase-coupled transmembrane transporter activity
3664,PSPTO_RS14310,molecular_function
3665,PSPTO_RS14310,biological_process
3669,PSPTO_RS14320,molecular_function
3670,PSPTO_RS14320,cellular_component
3671,PSPTO_RS14320,biological_process
3672,PSPTO_RS14325,molecular_function
3673,PSPTO_RS14325,cellular_component
3674,PSPTO_RS14325,biological_process
3675,PSPTO_RS29900,molecular_function
3676,PSPTO_RS29900,cellular_component
3677,PSPTO_RS29900,biological_process
3678,PSPTO_RS14365,molecular_function
3679,PSPTO_RS14365,cellular_component
3680,PSPTO_RS14365,biological_process
3681,PSPTO_RS14370,2-dehydro-3-deoxygluconokinase activity
3682,PSPTO_RS14370,Entner-Doudoroff pathway through 6-phosphogluconate
3683,PSPTO_RS14400,ATPase-coupled transmembrane transporter activity
3684,PSPTO_RS14405,ATPase-coupled transmembrane transporter activity
3688,PSPTO_RS14410,molecular_function
3689,PSPTO_RS14410,cellular_component
3690,PSPTO_RS14410,biological_process
3691,PSPTO_RS14425,molecular_function
3692,PSPTO_RS14425,cellular_component
3693,PSPTO_RS14425,biological_process
3694,PSPTO_RS14430,molecular_function
3695,PSPTO_RS14430,cellular_component
3696,PSPTO_RS14430,biological_process
3697,PSPTO_RS14435,DNA-directed DNA polymerase activity
3698,PSPTO_RS14435,DNA replication
3699,PSPTO_RS14440,molecular_function
3700,PSPTO_RS14440,cellular_component
3701,PSPTO_RS14440,biological_process
3705,PSPTO_RS14470,molecular_function
3706,PSPTO_RS14470,cellular_component
3707,PSPTO_RS14470,biological_process
3708,PSPTO_RS14510,molecular_function
3709,PSPTO_RS14510,biological_process
3710,PSPTO_RS14520,molecular_function
3711,PSPTO_RS14520,cellular_component
3712,PSPTO_RS14520,biological_process
3713,PSPTO_RS14535,peptide transport
3714,PSPTO_RS14535,ATPase-coupled transmembrane transporter activity
3715,PSPTO_RS14535,peptide transmembrane transporter activity
3716,PSPTO_RS14545,peptide transport
3717,PSPTO_RS14545,ATPase-coupled transmembrane transporter activity
3718,PSPTO_RS14545,peptide transmembrane transporter activity
3719,PSPTO_RS14550,molecular_function
3720,PSPTO_RS14550,cellular_component
3721,PSPTO_RS14550,biological_process
3722,PSPTO_RS14570,molecular_function
3723,PSPTO_RS14570,cellular_component
3724,PSPTO_RS14570,biological_process
3725,PSPTO_RS14575,molecular_function
3726,PSPTO_RS14575,cellular_component
3727,PSPTO_RS14575,biological_process
3728,PSPTO_RS14580,molecular_function
3729,PSPTO_RS14580,cellular_component
3730,PSPTO_RS14580,biological_process
3731,PSPTO_RS14585,molecular_function
3732,PSPTO_RS14585,cellular_component
3733,PSPTO_RS14585,biological_process
3734,PSPTO_RS14590,molecular_function
3735,PSPTO_RS14590,cellular_component
3736,PSPTO_RS14590,biological_process
3739,PSPTO_RS14635,ATP binding
3740,PSPTO_RS14635,integral component of plasma membrane
3741,PSPTO_RS14635,xenobiotic transport
3742,PSPTO_RS14635,response to antibiotic
3743,PSPTO_RS14650,molecular_function
3744,PSPTO_RS14690,transposase activity
3745,PSPTO_RS14690,"transposition, DNA-mediated"
3746,PSPTO_RS14695,molecular_function
3747,PSPTO_RS14695,"transposition, DNA-mediated"
3748,PSPTO_RS14705,molecular_function
3749,PSPTO_RS14705,cellular_component
3750,PSPTO_RS14705,biological_process
