Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
PSPTO_RS00005,-0.02218527062601439,-0.008428681379708503,0.0025006984339836953,-0.0018222435521996377,0.0007052615952322175,-0.003732150336916386,0.006190895164726002,0.0014732688280932225,-0.0026959861931278367,-0.012755357803846236,-0.022006437609932577,-0.005393611555992505,0.0008734392695113405,-0.011233942887129282,0.0010307573881518076,0.003262034329892898,0.002624457906589395,0.0032838329043431832,-0.005826296669387902,-0.00475674506162345,0.008422745718377098,-0.00011839516471273097,0.017624417241629678,0.0005642997793366015,0.0005010369157692154,-0.00534468446883577,-0.0012547684735799774
PSPTO_RS00010,-0.020592938338317244,-0.010633806823219318,0.008127402927335443,-0.0005531311446906534,0.0010626315945596084,-0.002941299005650282,0.0003292507566767209,-0.008265674378311662,0.0017339072740197967,-0.012826327857427227,-0.01890280792942789,-0.0012161577403646082,-0.009412839631437131,-0.0014035057706162182,-0.0003228120072103288,-0.006501728131156043,-0.002754025178267425,-0.011073708185885002,0.0013721690923201302,-0.0015281676798685924,0.0036990504016268734,0.0020696162159598054,0.009015626081797616,-0.011847175907458814,-0.004561500261534047,0.005316051370495228,0.005414073908559379
PSPTO_RS00015,-0.022041841406316407,-0.008130834335269281,0.0016184823164838492,-0.0059385818985690664,0.0041372655104949425,-0.0002966019790763818,-0.015266557320812424,-0.0018338246244513948,-0.00014009443821658932,-0.018560892411025223,-0.016890306386367016,0.00022500278808131133,-0.00012289449117442128,-0.011333712304929222,-7.752194027617573e-05,0.003051943988308161,0.0007092828492871771,0.0005861741035263206,-0.0006360262228510044,-0.007638143024913143,0.018848069208216182,-0.006732537645907109,-0.00037642299902489645,-0.0016127110726362488,-0.006009023310609626,0.0003110980027173978,-0.0022853313971200207
PSPTO_RS00020,-0.02442196370507526,0.0019792329495609716,0.0010669782567354416,-0.0033097354361359874,0.0031696649624666073,0.0009591354214254263,-0.00958115734827923,-0.0001208673448819622,-0.0033654235138802836,-0.014262600142329157,0.012193492169766345,-0.003912973826494041,-0.0028900132391681153,-0.000771989220362946,0.0015368491902097963,-0.0021671238428878237,0.004869021416027079,0.0003566311164368674,-0.003133988574266886,-0.002717155537185286,0.010651383356852657,0.002497813796189884,-0.002037596054999256,0.0015635748894021646,-0.013966755384986098,0.001790476998296774,-0.0010900412167646166
PSPTO_RS00025,-0.009043358850113094,-0.006862541235736437,-0.003410992430576914,-0.0008368030507838552,9.187033051879808e-05,0.004260577708660197,-0.012020872329984491,-0.004230251786063574,-0.010882820920096297,-0.006777258853462649,0.007679148541439771,0.0013798860661461852,5.392960221325761e-05,-0.003529894807088817,-0.00011945708376212772,-0.010412994366187832,-0.0003390088499057081,-0.004485561802616365,0.01344973299622819,0.002332962641610103,0.002714030264261773,-0.003709842158351484,-0.0074807148714533984,-0.0001244297737616603,-0.01789791262049169,-0.005217208077912715,0.001588426628021542
PSPTO_RS00030,-0.00403451068763924,-0.014876514028763691,-0.005325510010660284,-0.009056483858547154,-5.73762615302374e-05,-0.00012402520847519223,-0.008523868542322122,-0.009566311847812294,-0.005997959505700232,-0.006345887852718471,-0.005632974599284355,0.0027062774059089566,-0.009078352014331078,-0.0027991104252884018,0.0026378621533564585,-0.009540944889093949,0.005952845185511279,-0.0063174372689247665,0.009697718463561943,-0.0006784866462306971,0.0036141322168336347,0.002156799358942657,0.0034102414466189277,-0.011913495054395252,0.0014329815164028225,0.008858012957607351,0.002747737561387981
PSPTO_RS00035,-0.009514862408325052,-0.02176981644541844,0.006178762676889685,0.0006591653406893214,-0.001003626779475418,0.0006155217643316933,-0.011727575831093023,0.000978720012022682,-0.011289263851097481,-0.008787462769659297,-0.015523571437071946,0.005237502498710428,-0.009757285168127312,-0.00043172715180241094,-0.011248067179298025,-0.008914892152024827,-0.007498342598272625,0.005542407000353831,0.009362943325372346,-0.0038331107293153328,0.001348422216344978,0.0005705715000078705,-0.006554649028061508,-0.022608702271589984,0.007167694037406823,0.003731426689805114,0.01702957125205264
PSPTO_RS00040,-0.0073808711998011025,-0.015711106508875135,0.008103595042947612,-0.0008852225809047996,0.00016001887050282152,0.0002989304178993282,-0.01294655826547721,-0.0058058956435255325,-0.003049930384086059,-0.004037434706731744,-0.007812708383061027,0.004164387945789798,-0.0046610939712237575,-0.004020544683043395,-0.007753712922330111,-0.0048344219151083105,0.0035186813115161857,-0.007616810608978342,0.006403034636358069,-0.0007803083238755594,0.005287075467819237,0.0029558234061630778,-0.004532043211577183,-0.0020270985417394425,-0.006169493361505059,0.006335118188413685,0.010453885060547832
PSPTO_RS00045,0.0018998219582186183,-0.0069484706296038725,0.012546142887667583,-0.0092918917350407,0.0037136935568398487,0.005236279853198424,-0.0024776639854539153,-0.0005722478243907333,-0.004643499186734523,-0.009551372622244618,-0.013143735446593908,0.000524444550848294,0.0008672861587467672,-0.006821314480805291,-0.0010656052641138025,-0.007139361910721959,-0.0026591763255273725,-0.004389623738795473,0.0030597127051076468,-0.00634899195840282,-0.008570172275307281,0.007623923665273872,-0.006513955685059102,-0.011393582063194062,-0.01495905038296862,0.0030881365738163196,0.012990973313521054
PSPTO_RS00050,0.007836896299571445,0.01625204707839911,-0.00550168628471806,-0.00257836590751914,0.020624974411839032,0.012386128169283243,-0.01325614427804861,-0.006281417118367553,-0.002261977805395748,0.00010076437396631607,0.0008686460597627331,0.0043299116120192604,-0.006234733559119196,-0.00766829287467928,0.002658854893771344,-0.004055109866108138,0.0022744338971458855,0.0008502952352803667,0.010818156559607802,0.014064631119174385,-0.01782489430990386,0.010949466415402674,-0.031849265108878026,-0.0006182464860568443,-0.0037753834176388,0.0040540624935786924,0.004790456799094245
