Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
PSPTO_RS00005,0.012280663092321436,-0.009085117897438178,-0.009525157495449714,-0.0030828435574070533,-0.0005729854583090938,-0.0022517136705940345,0.007655158170639053,0.013287202990894215,0.005892569601674408,-0.00170101354236116,7.568392392076342e-06,-0.008288338975838439,-0.009149348781272057,0.002027186897064686,0.009498649729063302,-0.009083562738251389,0.007636082555438649,-0.01241112564263307,-0.00048133106911764665,-0.013033697391930409,-0.009789466955260217,-0.014164436976999347,-0.006660951917178061
PSPTO_RS00010,0.0020225456661117427,0.00040604864417194343,-0.006310937711556878,0.002978503567032413,0.0050724740168060735,-0.00011962835861268675,0.007926826904479593,0.008824953594553894,0.002203822949027441,2.37096326534746e-05,0.001158907453891374,-0.0008481698002980497,0.0003728061179837052,0.0036953205326506603,0.005679795025915984,-0.0018845723435392718,-0.00033687118212979517,-0.015094864378893265,-0.0006512799560413193,-0.013470873696324328,-0.0015224713846207715,-0.018658743771322057,-0.014076288509040583
PSPTO_RS00015,0.015051921208833178,-0.0042342644020615045,-0.022361219981234682,-0.00775579008031225,-0.0012085302185734872,0.0017115635259211668,-0.0022852772530687435,0.00847663823998841,0.002969703293138965,-0.0008369315752865996,0.011564561980718948,0.005103708230001145,-0.0009486836822947476,0.007326563746547947,0.0012124655142132608,-0.008761364536284252,-0.0008943274641945102,-0.013339462324396248,-4.888387645987055e-06,-0.018119006916854124,-0.0035399412893509373,-0.01547857614461594,-0.009028432303073635
PSPTO_RS00020,0.008675283895221748,-6.889260547932411e-05,-0.015897967699771972,0.004478765777959347,-0.002857796960867553,-0.00019599078940131095,0.005387798587145279,0.023055386252860435,0.0029930946173327387,0.005034084528879563,0.001998964625865117,0.0013547336599564026,-0.0019930357311011226,0.008647567924644958,0.004666920050727609,0.0021468693693675843,-0.009559676178817774,-0.010727754656196305,0.0025629533461107696,-0.014231276577283123,-0.001867425821820761,-0.0032742588279971985,-0.005190495405746984
PSPTO_RS00025,-0.0006963287890677512,-0.00137094839440143,-0.010121736017022744,-0.005881424228083117,-0.0011238009435758445,-0.003881118877391439,-0.002776990825181257,-0.005190887884303993,0.007292033226780432,0.0004488652776184375,0.0065142370199719815,0.014385059596609472,-0.0022003865714658745,-0.0011347917705309795,0.0024917053725305592,-0.009071326075195011,-0.016352528580579836,0.0013918025979280655,0.004747065420277148,-0.0006738736238802653,-0.004286539093715043,4.4678755708606676e-05,-0.00888963732037916
PSPTO_RS00030,-0.003248630510331165,-0.007215223319331587,-0.00917518222287408,0.0006641847125200185,-0.0031824019033665197,-6.587949044351353e-05,0.007849338472159389,-0.001394971957003646,0.0038826631894083186,-0.00036277071127448034,0.002281683134113261,-0.0029437797894379574,-0.0028336122690727516,0.009233676403159662,-0.0020591579457553346,-0.017561039863546388,-0.010624604458357034,-0.009131192624015133,0.0029203209522865085,0.0046646479357469,0.0007584215441829993,9.689170479619607e-05,-0.00964663629793208
PSPTO_RS00035,-0.0027430383609633124,0.0007727805652773741,-0.013326593756396849,-0.001191448604588603,0.005308206194003145,-0.0029396716739359154,-0.010533204441486373,-0.0026660357859133945,0.002214910825670282,-0.0003980550604235931,-0.0075285326300118735,0.008863368397907627,-0.006848996268647863,0.016784552839131238,0.0010786740613900662,-0.01606056778325198,-0.011566229681244908,-0.01003336386958888,0.012730147315211882,0.004087729308377573,0.004254498386067106,-0.009272758680533736,-0.026416978533666903
PSPTO_RS00040,0.000266846920699694,-0.0019451922552275183,-0.00923763779800534,0.004716616133573868,0.0016757257710997432,-0.0016520016402824219,-0.0003544977618970327,0.000566825877295673,5.6570086566164856e-05,0.003279830339329374,-0.0006495543305108344,-0.0030896504895749593,3.2096144414323184e-05,0.00300352369634465,-0.0054585079921816325,-0.01854047343127314,-0.012767581214344514,-0.006668383622620205,-0.003595498014071946,0.00023253866989760195,0.003970249588032784,-0.005912563937349649,-0.015710513621213538
PSPTO_RS00045,-0.007855269916257951,-0.014761002336153038,0.0018720386654875554,0.0052581345059963865,-0.0020556174635369285,-0.0005524017608625365,-0.004704788582005378,-0.002561831241017591,0.006973336727094452,0.009070439186123528,-0.012771130650731575,0.003998008041660579,-0.0026790951557668363,0.03246395700522454,-0.0043556618243362835,-0.009562394381138093,-0.0026521632491570534,-0.0017397029468422648,-0.002749259389840842,0.005584060163191731,0.0041933938446803475,0.005091905180636665,-0.017195878458517028
PSPTO_RS00050,0.014836417128468816,-0.008016070067045175,0.00540492909104786,0.016279335652206208,-0.002426592143083527,0.0191784002645125,-0.006603178247762073,-0.011130296727503902,0.015098942930957999,0.022438815094782415,-0.014852073724429505,-0.0015349808072485157,0.005146198197901264,0.005013979080941833,-0.01024037552711405,-0.0019262997489880157,-0.017072513139472386,0.018927373421311032,0.0037571548647549603,0.004021415394867413,0.01388621535591717,0.01725601666067199,-0.006230124744581751
